"","MAG","sample_name","sample_title","sample_name_ncbi_full","Site.x","Sample","Completeness","Conatmination","Strain_het","Size","Contigs","GC","N50","seqid","Site.y","bioproject_accession","SRA_accession","year","collection_date","depth","X.env_broad_scale","X.env_local_scale","X.env_medium","X.geo_loc_name","X.lat_lon","alkalinity","alkalinity_method","alkyl_diethers","altitude","aminopept_act","ammonium","atmospheric_data","bac_prod","bac_resp","bacteria_carb_prod","biomass","bishomohopanol","bromide","calcium","carb_nitro_ratio","chem_administration","chloride","chlorophyll","collection_method","conduc","density","diether_lipids","diss_carb_dioxide","diss_hydrogen","diss_inorg_carb","diss_inorg_nitro","diss_inorg_phosp","diss_org_carb","diss_org_nitro","diss_oxygen","down_par","elev","fluor","glucosidase_act","isolation_source","light_intensity","magnesium","mean_frict_vel","mean_peak_frict_vel","misc_param","n_alkanes","neg_cont_type","nitrate","nitrite","nitro","omics_observ_id","org_carb","org_matter","org_nitro","organism_count","oxy_stat_samp","part_org_carb","part_org_nitro","perturbation","petroleum_hydrocarb","ph","phaeopigments","phosphate","phosplipid_fatt_acid","photon_flux","pos_cont_type","potassium","pressure","primary_prod","redox_potential","ref_biomaterial","rel_to_oxygen","salinity","samp_collect_device","samp_mat_process","samp_size","samp_store_dur","samp_store_loc","samp_store_temp","samp_vol_we_dna_ext","silicate","size_frac","size_frac_low","size_frac_up","sodium","soluble_react_phosp","source_material_id","sulfate","sulfide","suspend_part_matter","temp","tidal_stage","tot_depth_water_col","tot_diss_nitro","tot_inorg_nitro","tot_nitro","tot_part_carb","tot_phosp","turbidity","water_current","description","derived_from","GTDB classification","Domain","Phylum","Class","Order","Family","Genus","Species","sample_name_ncbi"
"46","samp_4319_VAMB_975","Dolichospermum sp._LV_13_4. Soklo_2022","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022","4. Soklo","samp_4319",97.77,6.31,75.68,5.323453,1210,36.6,13004,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"47","samp_4319_concoct_522","Dolichospermum sp._LV_13_4. Soklo_2022_1","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022_1","4. Soklo","samp_4319",99,5.53,73.53,6.235452,1345,36.9,10714,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"48","samp_4319_concoct_637","Microcystis panniformis_A_LV_13_4. Soklo_2022_1","LV_13_samp_4319_4. Soklo_2022","Microcystis aeruginosa_LV_13_4. Soklo_2022_1","4. Soklo","samp_4319",98.57,7.36,77.08,6.30717,1030,42.5,9278,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"49","samp_4319_maxbin_392","Microcystis panniformis_A_LV_13_4. Soklo_2022_2","LV_13_samp_4319_4. Soklo_2022","Microcystis aeruginosa_LV_13_4. Soklo_2022_2","4. Soklo","samp_4319",95.56,6.15,77.78,5.748513,790,42.5,9877,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"50","samp_4319_maxbin_413","Dolichospermum sp._LV_13_4. Soklo_2022_2","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022_2","4. Soklo","samp_4319",96.56,1.63,60,4.435288,433,37.3,16340,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"51","samp_4319_metabat2_123","Microcystis panniformis_A_LV_13_4. Soklo_2022_3","LV_13_samp_4319_4. Soklo_2022","Microcystis aeruginosa_LV_13_4. Soklo_2022_3","4. Soklo","samp_4319",94.52,5.41,93.1,5.259424,661,42.4,10700,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"52","samp_4319_metabat2_91","Dolichospermum sp._LV_13_4. Soklo_2022_3","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022_3","4. Soklo","samp_4319",95,1.52,50,4.286342,391,36.9,16722,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"53","samp_4319_metadecoder_850","Dolichospermum sp._LV_13_4. Soklo_2022_4","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022_4","4. Soklo","samp_4319",95.43,0.78,75,3.881112,278,37.1,18924,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"54","samp_4319_semibin_177","Dolichospermum sp._LV_13_4. Soklo_2022_5","LV_13_samp_4319_4. Soklo_2022","Dolichospermum sp._LV_13_4. Soklo_2022_5","4. Soklo","samp_4319",96.33,1.11,71.43,4.382921,396,37.3,16537,"LV_13","4. Soklo","PRJNA1119566","SAMN41659682",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"55","samp_4320_VAMB_761","Dolichospermum sp._LV_14_4. Soklo_2022","LV_14_samp_4320_4. Soklo_2022","Dolichospermum sp._LV_14_4. Soklo_2022","4. Soklo","samp_4320",98.44,5.53,82.35,5.445985,1307,36.5,13788,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"56","samp_4320_VAMB_762","Microcystis panniformis_A_LV_14_4. Soklo_2022","LV_14_samp_4320_4. Soklo_2022","Microcystis aeruginosa_LV_14_4. Soklo_2022","4. Soklo","samp_4320",99.45,6.18,77.14,5.637441,959,42.7,10626,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"57","samp_4320_concoct_383","Microcystis panniformis_A_LV_14_4. Soklo_2022_1","LV_14_samp_4320_4. Soklo_2022","Microcystis aeruginosa_LV_14_4. Soklo_2022_1","4. Soklo","samp_4320",97.99,3.36,63.16,5.950439,850,42.6,10437,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"58","samp_4320_concoct_456","Dolichospermum sp._LV_14_4. Soklo_2022_1","LV_14_samp_4320_4. Soklo_2022","Dolichospermum sp._LV_14_4. Soklo_2022_1","4. Soklo","samp_4320",99.44,5.31,63.33,6.152973,1276,37,11021,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"59","samp_4320_maxbin_308","Dolichospermum sp._LV_14_4. Soklo_2022_2","LV_14_samp_4320_4. Soklo_2022","Dolichospermum sp._LV_14_4. Soklo_2022_2","4. Soklo","samp_4320",96.44,2.08,54.55,4.41497,416,37.3,17201,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"60","samp_4320_maxbin_328","Microcystis panniformis_A_LV_14_4. Soklo_2022_2","LV_14_samp_4320_4. Soklo_2022","Microcystis aeruginosa_LV_14_4. Soklo_2022_2","4. Soklo","samp_4320",96.05,2.12,38.46,5.795034,753,42.4,10476,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"61","samp_4320_metabat2_17","Dolichospermum sp._LV_14_4. Soklo_2022_3","LV_14_samp_4320_4. Soklo_2022","Dolichospermum sp._LV_14_4. Soklo_2022_3","4. Soklo","samp_4320",94.65,1.41,50,4.190724,347,37,17898,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
