start,end,file,record_id,region,product,KCB_hit,new_header
0,17395,samp_4324_maxbin_57,contig_34,1,NRPS / microviridin,anachelin,samp_4324_maxbin_57_contig_34_NRPS / microviridin
0,11707,samp_4324_maxbin_57,contig_128,1,terpene,NA,samp_4324_maxbin_57_contig_128_terpene
0,36460,samp_4324_maxbin_57,contig_134,1,T1PKS / NRPS-like / T3PKS,merocyclophane C/merocyclophane D,samp_4324_maxbin_57_contig_134_T1PKS / NRPS-like / T3PKS
0,7631,samp_4324_maxbin_57,contig_142,1,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,samp_4324_maxbin_57_contig_142_cyanobactin
0,20686,samp_4324_maxbin_57,contig_145,1,T1PKS,NA,samp_4324_maxbin_57_contig_145_T1PKS
0,26824,samp_4324_maxbin_57,contig_174,1,NRPS / NRPS-like,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,samp_4324_maxbin_57_contig_174_NRPS / NRPS-like
0,10100,samp_4324_maxbin_57,contig_183,1,spliceotide,NA,samp_4324_maxbin_57_contig_183_spliceotide
0,6007,samp_4324_maxbin_57,contig_241,1,terpene,geosmin,samp_4324_maxbin_57_contig_241_terpene
0,25892,samp_4324_maxbin_57,contig_260,1,PUFA / hglE-KS,zeamine/zeamine I/zeamine II/prezeamine/prezeamine I,samp_4324_maxbin_57_contig_260_PUFA / hglE-KS
0,14798,samp_4324_maxbin_57,contig_362,1,NRPS-like / T1PKS,desmamide A/desmamide B/desmamide C,samp_4324_maxbin_57_contig_362_NRPS-like / T1PKS
0,14176,samp_4324_maxbin_57,contig_424,1,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,samp_4324_maxbin_57_contig_424_cyanobactin
0,9787,samp_4324_maxbin_57,contig_447,1,terpene,NA,samp_4324_maxbin_57_contig_447_terpene
0,69891,samp_4324_maxbin_57,contig_490,1,NRPS / T1PKS / NRPS-like,microcystin LR,samp_4324_maxbin_57_contig_490_NRPS / T1PKS / NRPS-like
0,9267,samp_4324_maxbin_57,contig_748,1,LAP,NA,samp_4324_maxbin_57_contig_748_LAP
0,8159,samp_4324_maxbin_57,contig_772,1,terpene,NA,samp_4324_maxbin_57_contig_772_terpene
1553,14830,samp_4324_maxbin_57,contig_776,1,terpene,NA,samp_4324_maxbin_57_contig_776_terpene
0,26897,samp_4311_concoct_412,contig_41,1,T1PKS / hglE-KS,heterocyst glycolipids,samp_4311_concoct_412_contig_41_T1PKS / hglE-KS
3002,26448,samp_4311_concoct_412,contig_90,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4311_concoct_412_contig_90_NRPS-like
0,19508,samp_4311_concoct_412,contig_164,1,terpene,NA,samp_4311_concoct_412_contig_164_terpene
4179,29602,samp_4311_concoct_412,contig_180,1,hglE-KS,ambiguine P,samp_4311_concoct_412_contig_180_hglE-KS
0,31493,samp_4311_concoct_412,contig_198,1,lanthipeptide-class-v,hassallidin C,samp_4311_concoct_412_contig_198_lanthipeptide-class-v
0,23308,samp_4311_concoct_412,contig_202,1,NRPS,varlaxin 1046A/varlaxin 1022A,samp_4311_concoct_412_contig_202_NRPS
115,20290,samp_4311_concoct_412,contig_226,1,terpene,NA,samp_4311_concoct_412_contig_226_terpene
2004,14657,samp_4311_concoct_412,contig_234,1,cyanobactin,anacyclamide A10,samp_4311_concoct_412_contig_234_cyanobactin
4348,21334,samp_4311_concoct_412,contig_314,1,cyanobactin,anacyclamide A10,samp_4311_concoct_412_contig_314_cyanobactin
0,13002,samp_4311_concoct_412,contig_337,1,T1PKS,NA,samp_4311_concoct_412_contig_337_T1PKS
0,12924,samp_4311_concoct_412,contig_492,1,terpene,NA,samp_4311_concoct_412_contig_492_terpene
0,37710,samp_4311_concoct_412,contig_530,1,NRPS-like,NA,samp_4311_concoct_412_contig_530_NRPS-like
0,27507,samp_4311_concoct_412,contig_532,1,hglE-KS,heterocyst glycolipids,samp_4311_concoct_412_contig_532_hglE-KS
0,20478,samp_4311_concoct_412,contig_559,1,NRPS-like,NA,samp_4311_concoct_412_contig_559_NRPS-like
6555,35910,samp_4448_VAMB_839,contig_142,1,terpene / oligosaccharide,NA,samp_4448_VAMB_839_contig_142_terpene / oligosaccharide
0,28728,samp_4448_VAMB_839,contig_384,1,lanthipeptide-class-v,NA,samp_4448_VAMB_839_contig_384_lanthipeptide-class-v
0,37754,samp_4448_VAMB_839,contig_499,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4448_VAMB_839_contig_499_hglE-KS / T1PKS
0,42993,samp_4448_VAMB_839,contig_609,1,T1PKS / NRPS / NRPS-like,nocuolin A,samp_4448_VAMB_839_contig_609_T1PKS / NRPS / NRPS-like
0,15380,samp_4448_VAMB_839,contig_614,1,lanthipeptide-class-v,NA,samp_4448_VAMB_839_contig_614_lanthipeptide-class-v
0,6831,samp_4448_VAMB_839,contig_698,1,NRPS,NA,samp_4448_VAMB_839_contig_698_NRPS
0,8585,samp_4448_VAMB_839,contig_841,1,betalactone / NRPS,anabaenopeptin,samp_4448_VAMB_839_contig_841_betalactone / NRPS
0,6903,samp_4448_VAMB_839,contig_1133,1,cyanobactin,NA,samp_4448_VAMB_839_contig_1133_cyanobactin
505,15978,samp_4448_VAMB_839,contig_1804,1,terpene,NA,samp_4448_VAMB_839_contig_1804_terpene
0,5481,samp_4448_VAMB_839,contig_2041,1,NRPS,NA,samp_4448_VAMB_839_contig_2041_NRPS
0,20030,samp_4448_VAMB_839,contig_2328,1,mycosporine-like,hexose-palythine-serine/hexose-shinorine,samp_4448_VAMB_839_contig_2328_mycosporine-like
0,13898,samp_4448_VAMB_839,contig_2366,1,hglE-KS,heterocyst glycolipids,samp_4448_VAMB_839_contig_2366_hglE-KS
0,13792,samp_4435_VAMB_805,contig_117,1,T1PKS,1-heptadecene,samp_4435_VAMB_805_contig_117_T1PKS
0,10170,samp_4435_VAMB_805,contig_126,1,terpene,NA,samp_4435_VAMB_805_contig_126_terpene
0,5982,samp_4435_VAMB_805,contig_137,1,terpene,NA,samp_4435_VAMB_805_contig_137_terpene
0,29826,samp_4443_VAMB_823,contig_241,1,T1PKS / hglE-KS,heterocyst glycolipids,samp_4443_VAMB_823_contig_241_T1PKS / hglE-KS
0,13617,samp_4443_VAMB_823,contig_367,1,T1PKS,NA,samp_4443_VAMB_823_contig_367_T1PKS
0,16325,samp_4443_VAMB_823,contig_602,1,terpene,NA,samp_4443_VAMB_823_contig_602_terpene
0,11636,samp_4443_VAMB_823,contig_639,1,terpene,NA,samp_4443_VAMB_823_contig_639_terpene
0,10142,samp_4443_VAMB_823,contig_1080,1,NRPS / NRPS-like,pseudospumigin A/pseudospumigin B/pseudospumigin C/pseudospumigin D/pseudospumigin E/pseudospumigin F,samp_4443_VAMB_823_contig_1080_NRPS / NRPS-like
0,20248,samp_4443_VAMB_823,contig_1147,1,hglE-KS,heterocyst glycolipids,samp_4443_VAMB_823_contig_1147_hglE-KS
0,20263,samp_4443_VAMB_823,contig_1189,1,NRPS-like,NA,samp_4443_VAMB_823_contig_1189_NRPS-like
0,11783,samp_4443_VAMB_823,contig_1326,1,terpene,NA,samp_4443_VAMB_823_contig_1326_terpene
0,5505,samp_4443_VAMB_823,contig_1663,1,NRPS,NA,samp_4443_VAMB_823_contig_1663_NRPS
0,24638,samp_4443_VAMB_823,contig_1855,1,lanthipeptide-class-v,hassallidin C,samp_4443_VAMB_823_contig_1855_lanthipeptide-class-v
0,10754,samp_4443_VAMB_823,contig_1888,1,NRPS-like,NA,samp_4443_VAMB_823_contig_1888_NRPS-like
0,38724,samp_4447_metabat2_48,contig_115,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4447_metabat2_48_contig_115_hglE-KS / T1PKS
0,12311,samp_4447_metabat2_48,contig_162,1,cyanobactin,NA,samp_4447_metabat2_48_contig_162_cyanobactin
0,20139,samp_4447_metabat2_48,contig_168,1,terpene,NA,samp_4447_metabat2_48_contig_168_terpene
0,8644,samp_4447_metabat2_48,contig_183,1,NRPS-like,NA,samp_4447_metabat2_48_contig_183_NRPS-like
0,20104,samp_4447_metabat2_48,contig_185,1,hglE-KS,heterocyst glycolipids,samp_4447_metabat2_48_contig_185_hglE-KS
0,14020,samp_4447_metabat2_48,contig_194,1,T1PKS,NA,samp_4447_metabat2_48_contig_194_T1PKS
0,13095,samp_4447_metabat2_48,contig_207,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4447_metabat2_48_contig_207_NRPS-like
6211,23093,samp_4447_metabat2_48,contig_266,1,terpene,NA,samp_4447_metabat2_48_contig_266_terpene
0,16901,samp_4447_metabat2_48,contig_275,1,NRPS-like,bovienimide A,samp_4447_metabat2_48_contig_275_NRPS-like
0,11672,samp_4447_metabat2_48,contig_296,1,cyanobactin,anacyclamide A10,samp_4447_metabat2_48_contig_296_cyanobactin
0,9921,samp_4447_metabat2_48,contig_396,1,RRE-containing,NA,samp_4447_metabat2_48_contig_396_RRE-containing
0,16689,samp_4447_metabat2_48,contig_492,1,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,samp_4447_metabat2_48_contig_492_NRPS
1111,16915,samp_4447_metabat2_48,contig_535,1,terpene,NA,samp_4447_metabat2_48_contig_535_terpene
0,26299,samp_4447_metabat2_48,contig_536,1,lanthipeptide-class-v,hassallidin C,samp_4447_metabat2_48_contig_536_lanthipeptide-class-v
0,6020,samp_4444_semibin_481,contig_179,1,terpene,NA,samp_4444_semibin_481_contig_179_terpene
7367,43475,samp_4448_metadecoder_579,contig_3,1,hglE-KS,heterocyst glycolipids,samp_4448_metadecoder_579_contig_3_hglE-KS
21471,41584,samp_4448_metadecoder_579,contig_5,1,terpene,NA,samp_4448_metadecoder_579_contig_5_terpene
0,23796,samp_4448_metadecoder_579,contig_7,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4448_metadecoder_579_contig_7_NRPS-like
2987,41997,samp_4448_metadecoder_579,contig_26,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4448_metadecoder_579_contig_26_hglE-KS / T1PKS
0,18251,samp_4448_metadecoder_579,contig_36,1,NRPS-like,NA,samp_4448_metadecoder_579_contig_36_NRPS-like
0,32900,samp_4448_metadecoder_579,contig_38,1,T1PKS,bartoloside 2/bartoloside 3/bartoloside 4,samp_4448_metadecoder_579_contig_38_T1PKS
0,37930,samp_4448_metadecoder_579,contig_113,1,NRPS-like,NA,samp_4448_metadecoder_579_contig_113_NRPS-like
